armed,age,gender,is_black,city,signs_of_mental_illness,threat,flee,body_camera,population,percent_completed_hs,poverty_rate,median_income,share_black,share_not_black
No,19,M,Yes,"Milwaukee, WI",No,Yes,Yes,No,597066,82.1,28.7,35958,40.0,60.0
Yes,34,M,No,"Milwaukee, WI",Yes,Yes,Yes,No,597066,82.1,28.7,35958,40.0,60.0
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,11.0,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,11.0,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,11.0,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,11.0,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,12.1,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,12.1,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,12.1,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,88.7,12.1,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,11.0,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,11.0,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,11.0,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,11.0,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,12.1,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,12.1,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,12.1,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,Yes,Yes,No,104248,85.0,12.1,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,11.0,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,11.0,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,11.0,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,11.0,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,12.1,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,12.1,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,12.1,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,88.7,12.1,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,11.0,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,11.0,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,11.0,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,11.0,65472,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,12.1,66076,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,12.1,66076,2.7,97.3
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,12.1,65472,2.5,97.5
No,36,M,No,"Burbank, CA",No,No,No,No,104248,85.0,12.1,65472,2.7,97.3
Yes,34,M,No,"Lincoln, NE",No,Yes,No,No,281070,93.1,15.9,49840,3.8,96.2
Yes,29,M,No,"Lincoln, NE",No,Yes,No,No,281070,93.1,15.9,49840,3.8,96.2
Yes,22,M,Yes,"Lincoln, NE",No,Yes,Yes,No,281070,93.1,15.9,49840,3.8,96.2
No,19,M,Yes,"Madison, WI",No,Yes,Yes,No,252417,94.8,19.0,54896,7.3,92.7
Yes,41,M,No,"Madison, WI",Yes,Yes,No,No,252417,94.8,19.0,54896,7.3,92.7
Yes,43,F,Yes,"Anaheim, CA",Yes,Yes,No,Yes,349580,75.8,16.5,60752,2.8,97.2
Yes,30,M,No,"Anaheim, CA",Yes,Yes,No,Yes,349580,75.8,16.5,60752,2.8,97.2
No,22,M,No,"Anaheim, CA",No,No,No,Yes,349580,75.8,16.5,60752,2.8,97.2
Yes,30,M,No,"Anaheim, CA",No,Yes,Yes,Yes,349580,75.8,16.5,60752,2.8,97.2
Yes,29,M,No,"Anaheim, CA",No,Yes,Yes,Yes,349580,75.8,16.5,60752,2.8,97.2
Yes,58,M,No,"Brevard, NC",No,Yes,No,No,7767,89.9,12.7,39659,11.0,89.0
Yes,46,M,No,"Dinosaur, CO",No,Yes,No,No,322,78.3,18.5,42083,0.6,99.4
Yes,30,M,Yes,"Cocoa, FL",No,Yes,No,No,18068,83.1,29.3,30517,31.3,68.7
Yes,15,M,No,"Cocoa, FL",Yes,Yes,No,No,18068,83.1,29.3,30517,31.3,68.7
No,27,M,Yes,"Atlanta, GA",Yes,Yes,No,No,479716,89.0,24.6,47527,54.0,46.0
Yes,25,F,Yes,"Atlanta, GA",No,Yes,No,No,479716,89.0,24.6,47527,54.0,46.0
Yes,18,M,Yes,"Atlanta, GA",No,Yes,Yes,No,479716,89.0,24.6,47527,54.0,46.0
Yes,34,M,No,"Atlanta, GA",No,Yes,No,No,479716,89.0,24.6,47527,54.0,46.0
No,22,M,Yes,"Atlanta, GA",No,No,Yes,No,479716,89.0,24.6,47527,54.0,46.0
No,24,M,Yes,"Atlanta, GA",No,Yes,Yes,Yes,479716,89.0,24.6,47527,54.0,46.0
Yes,32,M,Yes,"Atlanta, GA",No,Yes,No,No,479716,89.0,24.6,47527,54.0,46.0
Yes,31,M,Yes,"Baton Rouge, LA",No,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
Yes,46,M,Yes,"Baton Rouge, LA",No,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
Yes,22,M,Yes,"Baton Rouge, LA",Yes,Yes,Yes,Yes,226101,86.7,25.6,39876,54.5,45.5
Yes,48,M,Yes,"Baton Rouge, LA",Yes,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
No,37,M,Yes,"Baton Rouge, LA",No,No,No,Yes,226101,86.7,25.6,39876,54.5,45.5
Yes,29,M,Yes,"Baton Rouge, LA",Yes,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
Yes,48,M,Yes,"Baton Rouge, LA",No,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
Yes,35,M,Yes,"Baton Rouge, LA",No,Yes,No,No,226101,86.7,25.6,39876,54.5,45.5
Yes,23,M,No,"Port Wentworth, GA",No,Yes,No,Yes,8036,92.1,4.8,61643,31.4,68.6
Yes,37,M,No,"Ontario, CA",Yes,Yes,Yes,No,172702,70.6,18.1,54114,6.4,93.6
Yes,17,M,No,"Ontario, CA",Yes,Yes,No,No,172702,70.6,18.1,54114,6.4,93.6
Yes,32,M,No,"Ontario, CA",Yes,Yes,No,Yes,172702,70.6,18.1,54114,6.4,93.6
Yes,36,M,No,"Ontario, CA",No,Yes,No,No,172702,70.6,18.1,54114,6.4,93.6
Yes,64,M,Yes,"Cleveland, OH",No,Yes,No,Yes,387386,77.4,36.2,26150,53.3,46.7
No,18,M,Yes,"Cleveland, OH",No,Yes,No,No,387386,77.4,36.2,26150,53.3,46.7
Yes,33,M,Yes,"Cleveland, OH",No,Yes,No,No,387386,77.4,36.2,26150,53.3,46.7
Yes,30,M,No,"Cleveland, OH",No,Yes,No,No,387386,77.4,36.2,26150,53.3,46.7
Yes,31,M,No,"Kingman, AZ",Yes,Yes,No,No,29100,87.0,20.7,43246,1.0,99.0
Yes,35,F,No,"Kingman, AZ",No,Yes,No,No,29100,87.0,20.7,43246,1.0,99.0
Yes,53,M,No,"Kingman, AZ",No,Yes,No,Yes,29100,87.0,20.7,43246,1.0,99.0
Yes,34,M,No,"Kingman, AZ",No,Yes,Yes,No,29100,87.0,20.7,43246,1.0,99.0
Yes,41,M,No,"Kingman, AZ",No,Yes,Yes,No,29100,87.0,20.7,43246,1.0,99.0
Yes,54,M,No,"Bay Minette, AL",No,Yes,No,No,9086,79.1,26.3,31576,35.3,64.7
Yes,53,M,No,"Hoover, AL",Yes,Yes,No,No,84907,95.2,6.0,77146,14.8,85.2
Yes,37,M,Yes,"Elkton, MD",No,Yes,No,No,15658,85.0,17.5,53851,15.1,84.9
Yes,25,M,No,"Elkton, MD",Yes,Yes,No,No,15658,85.0,17.5,53851,15.1,84.9
Yes,25,F,No,"Elkton, MD",No,Yes,No,No,15658,85.0,17.5,53851,15.1,84.9
Yes,59,M,No,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,21,M,Yes,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,37,M,Yes,"Kansas, MO",Yes,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,47,M,No,"Kansas, MO",No,Yes,Yes,No,481691,88.4,19.0,45821,29.9,70.1
Yes,43,M,No,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,18,M,No,"Kansas, MO",No,Yes,Yes,No,481691,88.4,19.0,45821,29.9,70.1
Yes,25,M,Yes,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,68,M,Yes,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,27,M,Yes,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,31,M,No,"Kansas, MO",No,Yes,No,No,481691,88.4,19.0,45821,29.9,70.1
Yes,36,M,No,"Fontana, CA",No,Yes,No,No,208668,72.5,16.1,64824,10.0,90.0
Yes,35,M,No,"Fontana, CA",Yes,Yes,No,No,208668,72.5,16.1,64824,10.0,90.0
Yes,47,M,No,"Fontana, CA",Yes,Yes,No,No,208668,72.5,16.1,64824,10.0,90.0
No,32,M,No,"Walnut Creek, CA",No,Yes,Yes,No,69209,97.3,5.9,82120,1.6,98.4
Yes,41,M,No,"Napa, CA",No,Yes,Yes,No,79445,80.9,9.5,68038,0.6,99.4
Yes,23,M,No,"Napa, CA",Yes,Yes,No,No,79445,80.9,9.5,68038,0.6,99.4
Yes,65,M,No,"Napa, CA",No,Yes,Yes,No,79445,80.9,9.5,68038,0.6,99.4
Yes,29,M,No,"San Antonio, TX",Yes,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,60,M,No,"San Antonio, TX",No,Yes,Yes,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,28,M,No,"San Antonio, TX",No,Yes,Yes,No,1487680,81.4,19.8,46744,6.9,93.1
No,41,M,No,"San Antonio, TX",Yes,No,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,36,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,32,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,27,M,No,"San Antonio, TX",No,Yes,Yes,No,1487680,81.4,19.8,46744,6.9,93.1
No,36,M,Yes,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,23,M,No,"San Antonio, TX",No,Yes,Yes,Yes,1487680,81.4,19.8,46744,6.9,93.1
Yes,33,M,No,"San Antonio, TX",Yes,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,36,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,34,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,30,M,No,"San Antonio, TX",No,Yes,Yes,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,33,M,Yes,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,24,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,48,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,55,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,37,M,Yes,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,37,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,36,M,No,"San Antonio, TX",No,Yes,No,No,1487680,81.4,19.8,46744,6.9,93.1
Yes,53,M,No,"Follansbee, WV",No,Yes,No,No,2809,87.6,18.0,51144,0.3,99.7
Yes,26,M,No,"Kenosha, WI",No,Yes,Yes,No,99551,88.6,19.5,49160,10.0,90.0
Yes,20,M,No,"Onalaska, TX",Yes,Yes,No,No,2702,74.8,33.2,33250,5.0,95.0
No,22,M,No,"Sacramento, CA",No,No,Yes,No,494346,83.4,22.0,50739,14.6,85.4
Yes,42,M,No,"Sacramento, CA",Yes,Yes,No,No,494346,83.4,22.0,50739,14.6,85.4
Yes,40,M,Yes,"Sacramento, CA",Yes,Yes,Yes,No,494346,83.4,22.0,50739,14.6,85.4
Yes,50,M,Yes,"Sacramento, CA",Yes,Yes,No,Yes,494346,83.4,22.0,50739,14.6,85.4
Yes,38,M,Yes,"Sacramento, CA",Yes,Yes,No,No,494346,83.4,22.0,50739,14.6,85.4
Yes,49,M,No,"Medford, OR",Yes,Yes,No,No,80118,86.4,23.0,41931,0.9,99.1
Yes,40,M,No,"Medford, OR",Yes,Yes,No,No,80118,86.4,23.0,41931,0.9,99.1
Yes,27,M,No,"Medford, OR",No,Yes,Yes,No,80118,86.4,23.0,41931,0.9,99.1
Yes,24,M,No,"Dublin, NC",No,Yes,Yes,No,326,75.1,28.0,30800,19.5,80.5
Yes,47,M,No,"Bakersfield, CA",No,Yes,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,36,M,No,"Bakersfield, CA",No,Yes,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,23,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
Yes,47,M,No,"Bakersfield, CA",No,Yes,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,29,M,No,"Bakersfield, CA",No,No,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,23,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
Yes,42,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
Yes,45,M,No,"Bakersfield, CA",No,Yes,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,37,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
No,73,M,No,"Bakersfield, CA",No,No,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,27,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
No,47,M,No,"Bakersfield, CA",No,Yes,Yes,No,374662,79.6,19.8,57095,8.2,91.8
Yes,45,M,No,"Bakersfield, CA",No,Yes,No,No,374662,79.6,19.8,57095,8.2,91.8
Yes,49,F,No,"Glendale, AZ",No,Yes,No,No,245597,83.6,21.7,46776,6.0,94.0
Yes,63,M,No,"Glendale, AZ",Yes,Yes,No,No,245597,83.6,21.7,46776,6.0,94.0
Yes,25,M,No,"Glendale, AZ",No,No,No,No,245597,83.6,21.7,46776,6.0,94.0
Yes,25,M,No,"Glendale, AZ",No,Yes,Yes,No,245597,83.6,21.7,46776,6.0,94.0
No,17,F,No,"Glendale, AZ",No,No,Yes,No,245597,83.6,21.7,46776,6.0,94.0
Yes,21,M,No,"Glendale, AZ",No,Yes,Yes,No,245597,83.6,21.7,46776,6.0,94.0
Yes,23,M,No,"Glendale, AZ",No,Yes,No,Yes,245597,83.6,21.7,46776,6.0,94.0
Yes,16,M,Yes,"Jacksonville, FL",No,Yes,Yes,No,879460,88.2,17.7,46764,30.7,69.3
Yes,28,M,Yes,"Jacksonville, FL",No,Yes,Yes,No,879460,88.2,17.7,46764,30.7,69.3
No,23,M,Yes,"Jacksonville, FL",No,Yes,Yes,No,879460,88.2,17.7,46764,30.7,69.3
Yes,36,M,No,"Jacksonville, FL",Yes,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
Yes,34,M,Yes,"Jacksonville, FL",No,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
No,22,M,Yes,"Jacksonville, FL",No,Yes,Yes,No,879460,88.2,17.7,46764,30.7,69.3
Yes,29,M,No,"Jacksonville, FL",No,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
Yes,22,M,Yes,"Jacksonville, FL",No,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
Yes,57,M,Yes,"Jacksonville, FL",No,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
Yes,25,M,Yes,"Jacksonville, FL",Yes,Yes,No,No,879460,88.2,17.7,46764,30.7,69.3
Yes,28,M,No,"Jacksonville, FL",No,Yes,Yes,No,879460,88.2,17.7,46764,30.7,69.3
No,20,M,No,"Sumas, WA",Yes,Yes,No,No,1407,80.5,8.0,55161,1.5,98.5
Yes,31,M,No,"Middleton, ID",No,Yes,No,Yes,7112,91.7,13.5,45391,0.3,99.7
Yes,60,M,No,"Harmony, IN",Yes,Yes,No,No,642,89.4,6.8,41853,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,9.6,41875,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,9.6,41875,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,9.6,36440,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,9.6,36440,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,19.9,41875,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,19.9,41875,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,19.9,36440,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.6,19.9,36440,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,9.6,41875,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,9.6,41875,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,9.6,36440,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,9.6,36440,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,19.9,41875,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,19.9,41875,0.8,99.2
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,19.9,36440,0.0,100.0
Yes,21,M,No,"Cottonwood, AZ",No,Yes,No,No,11801,84.9,19.9,36440,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,9.6,41875,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,9.6,41875,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,9.6,36440,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,9.6,36440,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,19.9,41875,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,19.9,41875,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,19.9,36440,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.6,19.9,36440,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,9.6,41875,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,9.6,41875,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,9.6,36440,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,9.6,36440,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,19.9,41875,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,19.9,41875,0.8,99.2
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,19.9,36440,0.0,100.0
No,19,M,No,"Cottonwood, AZ",No,Yes,Yes,No,11801,84.9,19.9,36440,0.8,99.2
Yes,37,M,No,"Vallejo, CA",Yes,Yes,No,No,120991,87.4,18.3,57028,22.1,77.9
Yes,21,M,No,"Vallejo, CA",No,Yes,No,Yes,120991,87.4,18.3,57028,22.1,77.9
Yes,36,M,No,"Portland, OR",Yes,Yes,Yes,No,640670,91.3,18.0,55003,6.3,93.7
Yes,29,M,No,"Portland, OR",No,Yes,No,No,640670,91.3,18.0,55003,6.3,93.7
Yes,51,M,No,"Portland, OR",Yes,Yes,No,No,640670,91.3,18.0,55003,6.3,93.7
Yes,52,M,No,"Portland, OR",No,Yes,No,No,640670,91.3,18.0,55003,6.3,93.7
Yes,17,M,Yes,"Portland, OR",No,No,Yes,No,640670,91.3,18.0,55003,6.3,93.7
Yes,24,M,Yes,"Portland, OR",Yes,Yes,Yes,No,640670,91.3,18.0,55003,6.3,93.7
Yes,36,M,No,"Portland, OR",No,Yes,Yes,No,640670,91.3,18.0,55003,6.3,93.7
Yes,24,M,Yes,"Santa Clara, CA",No,Yes,No,No,126387,91.9,8.4,98914,2.7,97.3
Yes,24,M,No,"Santa Clara, CA",Yes,Yes,No,No,126387,91.9,8.4,98914,2.7,97.3
Yes,38,M,No,"Fond du Lac, WI",No,Yes,No,No,42785,91.1,13.4,46499,2.5,97.5
Yes,29,M,Yes,"Portsmouth, VA",Yes,Yes,Yes,No,95446,83.6,18.2,45676,53.3,46.7
No,18,M,Yes,"Portsmouth, VA",No,No,No,No,95446,83.6,18.2,45676,53.3,46.7
No,23,M,Yes,"Smyrna, GA",No,Yes,Yes,Yes,56038,90.5,13.4,62363,31.6,68.4
Yes,27,M,Yes,"Johnsonville, SC",No,Yes,Yes,No,1493,79.7,20.5,45741,21.8,78.2
Yes,53,F,No,"Gardner, KS",No,Yes,No,No,21297,94.4,3.8,67422,3.0,97.0
Yes,56,M,No,"Encinitas, CA",Yes,Yes,No,No,62798,94.4,8.1,95149,0.6,99.4
Yes,39,M,Yes,"Fort Pierce, FL",No,Yes,No,No,44871,76.1,36.6,25635,40.9,59.1
Yes,27,M,Yes,"Fort Pierce, FL",No,Yes,No,No,44871,76.1,36.6,25635,40.9,59.1
Yes,21,M,Yes,"Fort Pierce, FL",No,Yes,Yes,No,44871,76.1,36.6,25635,40.9,59.1
Yes,26,F,Yes,"Oxnard, CA",No,Yes,No,No,207505,65.6,16.6,60621,2.9,97.1
Yes,41,M,Yes,"Boston, MA",No,Yes,No,No,679376,85.2,21.5,55777,24.4,75.6
Yes,44,M,No,"Boston, MA",Yes,Yes,Yes,No,679376,85.2,21.5,55777,24.4,75.6
Yes,29,M,Yes,"Boston, MA",Yes,Yes,No,No,679376,85.2,21.5,55777,24.4,75.6
Yes,33,M,Yes,"Boston, MA",No,Yes,No,No,679376,85.2,21.5,55777,24.4,75.6
Yes,31,M,Yes,"Boston, MA",Yes,Yes,No,No,679376,85.2,21.5,55777,24.4,75.6
Yes,29,M,Yes,"Elizabethtown, KY",No,Yes,No,No,29229,88.3,16.3,44568,11.6,88.4
Yes,28,M,No,"Elizabethtown, KY",No,Yes,No,No,29229,88.3,16.3,44568,11.6,88.4
Yes,49,M,No,"Eugene, OR",Yes,Yes,No,No,166076,93.5,24.4,43101,1.4,98.6
Yes,49,M,No,"Eugene, OR",No,Yes,No,No,166076,93.5,24.4,43101,1.4,98.6
Yes,54,M,No,"Boulder, NV",No,Yes,No,No,15701,93.3,10.3,56405,0.9,99.1
Yes,21,M,No,"Baytown, TX",No,Yes,No,No,76449,75.5,19.6,48103,15.5,84.5
Yes,36,M,Yes,"Baytown, TX",No,Yes,Yes,No,76449,75.5,19.6,48103,15.5,84.5
Yes,37,M,Yes,"Hawthorne, CA",No,Yes,No,No,87554,73.8,20.1,44504,27.7,72.3
Yes,32,M,Yes,"Rock Island, IL",No,Yes,Yes,No,38167,86.9,22.6,41243,18.3,81.7
Yes,63,M,No,"Metropolis, IL",Yes,Yes,No,No,6218,77.2,23.0,31875,8.3,91.7
Yes,36,M,No,"Metropolis, IL",No,No,Yes,No,6218,77.2,23.0,31875,8.3,91.7
No,44,M,Yes,"Tulsa, OK",No,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,43,M,No,"Tulsa, OK",No,Yes,Yes,No,403186,86.9,20.2,42284,15.9,84.1
Yes,43,M,No,"Tulsa, OK",No,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,56,M,No,"Tulsa, OK",Yes,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
No,40,M,Yes,"Tulsa, OK",No,No,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,42,M,No,"Tulsa, OK",No,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,58,M,No,"Tulsa, OK",No,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,72,M,No,"Tulsa, OK",Yes,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,34,M,No,"Tulsa, OK",Yes,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,18,M,No,"Tulsa, OK",No,Yes,Yes,No,403186,86.9,20.2,42284,15.9,84.1
Yes,29,M,Yes,"Tulsa, OK",Yes,Yes,No,No,403186,86.9,20.2,42284,15.9,84.1
Yes,47,M,No,"Tulsa, OK",No,Yes,Yes,No,403186,86.9,20.2,42284,15.9,84.1
Yes,27,M,No,"Pineville, LA",Yes,Yes,No,No,14293,83.8,21.3,38049,30.8,69.2
Yes,38,M,No,"Winchester, VA",No,Yes,No,Yes,27814,84.2,16.0,45363,10.9,89.1
Yes,17,M,Yes,"Zion, IL",No,Yes,Yes,No,24028,81.3,19.2,46313,31.0,69.0
Yes,38,M,No,"Zion, IL",Yes,Yes,Yes,No,24028,81.3,19.2,46313,31.0,69.0
No,50,M,Yes,"North Charleston, SC",No,Yes,Yes,No,109718,81.8,22.7,39543,47.2,52.8
Yes,43,M,No,"North Charleston, SC",No,Yes,No,No,109718,81.8,22.7,39543,47.2,52.8
Yes,34,M,No,"North Charleston, SC",No,Yes,No,Yes,109718,81.8,22.7,39543,47.2,52.8
Yes,56,M,Yes,"North Charleston, SC",No,No,Yes,No,109718,81.8,22.7,39543,47.2,52.8
Yes,31,M,Yes,"Orange, CA",No,Yes,No,Yes,140445,84.2,13.2,78513,1.6,98.4
Yes,33,M,No,"Orange, CA",Yes,Yes,No,No,140445,84.2,13.2,78513,1.6,98.4
Yes,34,M,No,"Edgewood, NM",Yes,Yes,Yes,No,6068,97.2,7.7,57386,1.0,99.0
Yes,56,M,No,"Tehachapi, CA",No,Yes,No,No,12680,75.6,22.0,41705,9.0,91.0
Yes,42,M,Yes,"Valdosta, GA",No,Yes,Yes,No,55906,82.6,35.0,29336,51.1,48.9
Yes,28,M,No,"Valdosta, GA",No,Yes,No,No,55906,82.6,35.0,29336,51.1,48.9
