armed,age,gender,is_black,city,signs_of_mental_illness,threat,flee,body_camera,population,percent_completed_hs,poverty_rate,median_income,share_black,share_not_black
Yes,28,M,Yes,"Wilmington, DE",Yes,No,No,No,70903,83.2,24.5,40465,58.0,42.0
Yes,60,M,No,"Wilmington, DE",Yes,Yes,No,No,70903,83.2,24.5,40465,58.0,42.0
Yes,21,M,Yes,"Wilmington, DE",No,Yes,Yes,Yes,70903,83.2,24.5,40465,58.0,42.0
Yes,17,M,No,"Fountain, CO",No,Yes,No,No,29241,95.5,8.6,57057,10.0,90.0
No,21,M,No,"Akron, OH",No,No,Yes,No,198247,86.3,26.5,34512,31.5,68.5
No,27,M,No,"Akron, OH",No,Yes,No,No,198247,86.3,26.5,34512,31.5,68.5
Yes,61,M,Yes,"Akron, OH",No,Yes,No,No,198247,86.3,26.5,34512,31.5,68.5
Yes,54,M,No,"Akron, OH",No,Yes,No,No,198247,86.3,26.5,34512,31.5,68.5
Yes,23,M,No,"Lovington, NM",No,Yes,No,No,11560,64.5,19.7,51450,2.4,97.6
Yes,43,M,No,"Rossville, GA",No,Yes,No,No,3984,68.1,34.3,32182,8.0,92.0
Yes,64,M,No,"Rossville, GA",Yes,Yes,No,No,3984,68.1,34.3,32182,8.0,92.0
Yes,40,M,No,"Ponder, TX",No,Yes,No,No,1681,88.6,3.4,87258,3.1,96.9
Yes,46,M,No,"Rapid, SD",No,Yes,No,No,74241,91.7,15.2,46966,1.1,98.9
Yes,44,M,No,"Rapid, SD",Yes,Yes,No,No,74241,91.7,15.2,46966,1.1,98.9
Yes,53,M,No,"Rapid, SD",No,Yes,No,No,74241,91.7,15.2,46966,1.1,98.9
Yes,48,M,No,"Rapid, SD",No,Yes,No,No,74241,91.7,15.2,46966,1.1,98.9
No,37,M,No,"Mora, MN",No,Yes,No,No,3459,85.4,17.6,39982,0.8,99.2
Yes,28,M,Yes,"Beckley, WV",No,Yes,Yes,No,16703,86.1,21.8,34944,21.2,78.8
Yes,28,M,No,"Sierra Vista, AZ",No,Yes,Yes,No,43215,93.2,12.7,59091,9.0,91.0
Yes,26,M,No,"Rialto, CA",No,Yes,No,No,102872,67.4,19.7,50971,16.4,83.6
Yes,30,M,No,"Rialto, CA",No,Yes,No,Yes,102872,67.4,19.7,50971,16.4,83.6
No,29,M,No,"Amarillo, TX",No,No,No,No,198744,83.4,17.0,47735,6.6,93.4
Yes,31,M,No,"Amarillo, TX",Yes,Yes,No,No,198744,83.4,17.0,47735,6.6,93.4
Yes,54,M,No,"Amarillo, TX",No,Yes,No,No,198744,83.4,17.0,47735,6.6,93.4
Yes,35,M,No,"Amarillo, TX",No,Yes,Yes,No,198744,83.4,17.0,47735,6.6,93.4
Yes,27,M,No,"Muscle Shoals, AL",Yes,Yes,Yes,No,13866,88.7,10.7,48896,15.3,84.7
Yes,51,M,No,"Hurst, TX",No,Yes,Yes,No,39086,85.5,12.8,53788,5.6,94.4
Yes,18,M,Yes,"Midwest, OK",No,Yes,No,No,57290,89.2,16.0,44578,21.9,78.1
Yes,39,M,No,"Monterey, CA",Yes,Yes,No,No,28492,94.3,9.1,66166,2.8,97.2
Yes,46,M,No,"West Palm Beach, FL",No,Yes,No,No,108639,84.4,20.0,45800,32.5,67.5
Yes,49,M,No,"Beverly, MA",Yes,Yes,No,No,41689,94.1,8.0,72837,1.6,98.4
Yes,35,M,No,"Lisle, IL",No,No,No,No,23560,95.5,8.6,75373,5.6,94.4
Yes,36,M,Yes,"Lawton, OK",No,Yes,No,No,94697,88.5,19.9,42493,21.4,78.6
Yes,31,M,No,"Brookhaven, MS",No,Yes,No,No,12190,84.8,37.1,30487,54.1,45.9
Yes,27,M,No,"Cartersville, GA",No,Yes,No,No,20494,81.2,14.9,47611,18.5,81.5
Yes,30,M,No,"Cartersville, GA",No,Yes,No,No,20494,81.2,14.9,47611,18.5,81.5
Yes,46,F,No,"Naples, FL",Yes,Yes,Yes,No,21666,94.1,8.8,79515,4.2,95.8
Yes,18,M,No,"Indio, CA",No,Yes,Yes,No,88184,73.7,19.5,50525,2.4,97.6
Yes,38,M,No,"Indio, CA",No,Yes,No,No,88184,73.7,19.5,50525,2.4,97.6
Yes,71,M,No,"Indio, CA",No,Yes,No,Yes,88184,73.7,19.5,50525,2.4,97.6
Yes,59,M,No,"Seaside, CA",No,Yes,No,No,34108,75.8,18.7,51704,8.4,91.6
Yes,57,M,Yes,"Monroeville, AL",No,Yes,No,No,5994,82.3,36.7,30678,55.7,44.3
Yes,31,M,No,"Parma, OH",No,Yes,Yes,No,79589,89.8,11.2,50440,2.3,97.7
Yes,35,M,No,"Kirkland, WA",No,Yes,Yes,No,88104,96.3,6.3,92127,1.8,98.2
No,33,M,Yes,"Columbus, MS",No,No,Yes,No,24351,80.6,31.2,30968,60.0,40.0
Yes,45,M,No,"Columbus, MS",No,Yes,Yes,No,24351,80.6,31.2,30968,60.0,40.0
Yes,22,M,No,"Modesto, CA",No,Yes,No,No,211159,81.2,20.5,48577,4.2,95.8
Yes,24,M,No,"Modesto, CA",No,Yes,Yes,No,211159,81.2,20.5,48577,4.2,95.8
Yes,39,M,No,"Modesto, CA",No,Yes,Yes,No,211159,81.2,20.5,48577,4.2,95.8
Yes,53,F,No,"Modesto, CA",No,Yes,No,No,211159,81.2,20.5,48577,4.2,95.8
Yes,42,M,No,"Modesto, CA",No,Yes,No,No,211159,81.2,20.5,48577,4.2,95.8
Yes,28,M,Yes,"York, PA",Yes,Yes,No,No,44053,76.5,37.3,29025,28.0,72.0
Yes,38,M,No,"York, PA",No,Yes,No,No,44053,76.5,37.3,29025,28.0,72.0
Yes,31,M,Yes,"Palm Beach Gardens, FL",No,No,No,No,55444,94.9,6.5,68802,4.4,95.6
Yes,40,M,No,"Truth or Consequences, NM",No,Yes,No,No,5959,82.2,25.9,26877,0.6,99.4
Yes,30,M,No,"Mandeville, LA",No,Yes,No,No,12424,92.0,6.0,71689,4.4,95.6
Yes,21,M,No,"Cedar Rapids, IA",No,Yes,Yes,No,131598,93.5,12.3,53581,5.6,94.4
Yes,25,M,Yes,"Cedar Rapids, IA",No,Yes,No,No,131598,93.5,12.3,53581,5.6,94.4
Yes,35,M,No,"Calexico, CA",No,Yes,Yes,No,39959,56.6,27.4,34742,0.3,99.7
Yes,47,M,No,"Kentwood, MI",Yes,Yes,No,No,51625,89.6,14.6,49612,15.4,84.6
Yes,43,M,Yes,"Kentwood, MI",No,Yes,No,Yes,51625,89.6,14.6,49612,15.4,84.6
Yes,36,M,No,"New Paltz, NY",No,Yes,No,No,7200,94.4,31.5,41421,6.4,93.6
Yes,34,M,Yes,"Cape Coral, FL",No,Yes,No,Yes,178602,90.4,14.2,50536,4.3,95.7
Yes,31,M,No,"Cape Coral, FL",No,Yes,Yes,No,178602,90.4,14.2,50536,4.3,95.7
No,30,M,Yes,"Cathedral, CA",No,No,No,No,53957,75.3,23.1,39872,2.6,97.4
Yes,28,M,No,"Zanesville, OH",Yes,Yes,No,No,25221,80.3,31.4,26268,9.7,90.3
Yes,47,M,No,"Paddock Lake, WI",No,Yes,No,No,2981,91.8,11.8,65250,0.5,99.5
Yes,36,M,No,"Talking Rock, GA",No,Yes,No,No,68,76.7,6.7,42500,0.0,100.0
Yes,45,M,Yes,"Frederick, MD",No,Yes,No,No,70067,89.2,11.4,64700,18.6,81.4
No,18,M,No,"Tampa, FL",No,Yes,Yes,No,380945,86.6,21.8,44185,26.2,73.8
Yes,27,M,No,"Tampa, FL",Yes,Yes,No,No,380945,86.6,21.8,44185,26.2,73.8
Yes,53,M,No,"Tampa, FL",No,Yes,No,No,380945,86.6,21.8,44185,26.2,73.8
Yes,46,M,No,"Tampa, FL",Yes,Yes,No,No,380945,86.6,21.8,44185,26.2,73.8
No,22,M,Yes,"Tampa, FL",No,No,No,No,380945,86.6,21.8,44185,26.2,73.8
Yes,25,M,Yes,"Savannah, GA",No,Yes,No,Yes,145594,86.0,26.5,36466,55.4,44.6
Yes,57,M,No,"Smithville, MS",No,Yes,No,No,757,77.6,15.8,37583,1.7,98.3
Yes,35,M,No,"Salem, OR",No,Yes,Yes,No,166427,86.9,18.2,47191,1.5,98.5
No,29,M,No,"Salem, OR",No,No,No,No,166427,86.9,18.2,47191,1.5,98.5
Yes,18,M,No,"Hohenwald, TN",No,Yes,No,No,3627,80.9,29.5,36050,3.2,96.8
Yes,62,M,No,"Burkesville, KY",No,Yes,Yes,No,1500,70.5,33.1,19403,8.3,91.7
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,15.4,49604,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,15.4,49604,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,15.4,51177,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,15.4,51177,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,26.9,49604,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,26.9,49604,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,26.9,51177,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,80.7,26.9,51177,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,15.4,49604,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,15.4,49604,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,15.4,51177,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,15.4,51177,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,26.9,49604,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,26.9,49604,0.0,100.0
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,26.9,51177,21.8,78.2
Yes,29,M,No,"Mesquite, TX",No,Yes,Yes,No,144629,7.9,26.9,51177,0.0,100.0
Yes,33,M,No,"Colorado Springs, CO",No,Yes,No,No,457818,93.1,13.4,54527,6.3,93.7
Yes,63,M,No,"Colorado Springs, CO",Yes,Yes,No,No,457818,93.1,13.4,54527,6.3,93.7
Yes,25,M,No,"Colorado Springs, CO",No,Yes,No,No,457818,93.1,13.4,54527,6.3,93.7
Yes,40,M,Yes,"Colorado Springs, CO",No,Yes,No,No,457818,93.1,13.4,54527,6.3,93.7
Yes,39,M,No,"Colorado Springs, CO",No,Yes,Yes,No,457818,93.1,13.4,54527,6.3,93.7
No,56,M,Yes,"Opelika, AL",No,Yes,Yes,No,29887,83.7,23.0,40489,43.5,56.5
Yes,49,M,No,"Hutchinson, MN",No,Yes,No,No,13864,93.9,7.3,51032,0.9,99.1
Yes,20,M,No,"Eureka, CA",No,Yes,No,No,27060,86.5,24.5,37094,1.9,98.1
Yes,62,M,No,"Council, ID",No,No,No,Yes,834,82.7,15.4,35750,0.1,99.9
No,6,M,No,"Marksville, LA",No,Yes,Yes,Yes,5480,64.7,29.8,25850,42.9,57.1
Yes,18,M,No,"Merced, CA",No,Yes,Yes,No,82199,74.5,31.9,37627,6.3,93.7
Yes,20,M,No,"Hominy, OK",Yes,Yes,Yes,No,3456,79.5,21.6,31226,14.6,85.4
Yes,30,M,No,"Lakeshire, MO",No,Yes,No,No,1410,92.5,13.0,43438,2.9,97.1
Yes,36,F,No,"Goose Creek, SC",Yes,Yes,No,No,41162,92.9,11.2,61122,18.3,81.7
No,48,M,No,"Wadesboro, NC",No,No,No,No,5324,79.7,32.2,27361,60.7,39.3
Yes,34,M,No,"Chico, CA",No,Yes,No,No,91666,92.0,24.9,42342,2.1,97.9
No,26,M,No,"Chico, CA",No,Yes,Yes,Yes,91666,92.0,24.9,42342,2.1,97.9
Yes,25,M,Yes,"Chico, CA",Yes,Yes,No,No,91666,92.0,24.9,42342,2.1,97.9
Yes,34,M,No,"Chico, CA",No,Yes,No,Yes,91666,92.0,24.9,42342,2.1,97.9
Yes,36,M,No,"Brighton, CO",No,Yes,Yes,No,39184,82.5,9.9,61051,1.5,98.5
Yes,22,M,No,"Dillon, MT",No,Yes,No,No,4252,92.5,22.0,38750,0.3,99.7
Yes,57,M,No,"Aiken, SC",No,Yes,No,No,30564,89.5,16.2,55502,28.5,71.5
Yes,43,M,No,"Aiken, SC",Yes,Yes,No,No,30564,89.5,16.2,55502,28.5,71.5
Yes,32,M,No,"Spring Lake, NC",No,Yes,No,No,12239,91.5,21.4,36964,36.3,63.7
No,24,M,Yes,"Minneapolis, MN",No,No,No,No,415678,88.6,21.9,51480,18.6,81.4
Yes,50,M,No,"Minneapolis, MN",Yes,Yes,No,No,415678,88.6,21.9,51480,18.6,81.4
No,40,F,No,"Minneapolis, MN",No,No,No,No,415678,88.6,21.9,51480,18.6,81.4
Yes,21,M,Yes,"Cayce, SC",No,Yes,No,No,13848,89.5,23.3,43452,25.1,74.9
No,58,M,No,"Arlington, GA",No,Yes,No,No,1393,71.2,37.5,21429,76.1,23.900000000000006
No,24,M,No,"Colbert, OK",No,Yes,Yes,No,1211,86.8,22.0,34911,12.5,87.5
Yes,45,M,No,"Reno, NV",No,Yes,No,No,242280,85.7,18.3,47012,2.9,97.1
Yes,38,M,No,"Reno, NV",Yes,Yes,No,No,242280,85.7,18.3,47012,2.9,97.1
Yes,22,M,Yes,"Reno, NV",Yes,Yes,Yes,No,242280,85.7,18.3,47012,2.9,97.1
Yes,36,M,No,"Reno, NV",No,Yes,Yes,No,242280,85.7,18.3,47012,2.9,97.1
No,29,M,No,"Reno, NV",No,No,Yes,No,242280,85.7,18.3,47012,2.9,97.1
Yes,38,M,No,"Reno, NV",No,Yes,Yes,No,242280,85.7,18.3,47012,2.9,97.1
Yes,24,M,No,"Reno, NV",No,Yes,Yes,No,242280,85.7,18.3,47012,2.9,97.1
No,25,M,No,"Reno, NV",No,No,No,No,242280,85.7,18.3,47012,2.9,97.1
Yes,49,M,No,"Corpus Christi, TX",No,Yes,No,Yes,325342,81.4,17.5,50658,4.3,95.7
Yes,23,M,No,"Corpus Christi, TX",No,Yes,No,No,325342,81.4,17.5,50658,4.3,95.7
Yes,45,M,No,"Columbia Heights, MN",No,Yes,No,No,19873,86.2,16.8,47717,13.5,86.5
Yes,37,F,No,"Ozark, MO",No,Yes,No,No,19393,89.2,12.6,45695,0.8,99.2
Yes,50,M,No,"Seagoville, TX",No,Yes,No,No,16321,72.2,15.8,43641,16.8,83.2
Yes,22,M,No,"Celina, OH",No,Yes,No,No,10293,90.1,11.9,41040,0.5,99.5
Yes,53,M,No,"Maysville, MO",No,Yes,No,No,1073,84.9,14.4,28472,0.4,99.6
No,31,M,No,"Wink, TX",No,Yes,No,No,1040,88.3,14.6,68882,0.7,99.3
Yes,23,M,No,"Bangor, ME",No,Yes,Yes,No,32028,91.4,26.2,35674,1.7,98.3
Yes,18,M,No,"Norwalk, CA",No,Yes,No,No,105849,73.5,14.3,59756,4.4,95.6
Yes,36,M,No,"Deming, NM",No,Yes,No,No,14267,66.3,33.1,25844,1.5,98.5
Yes,66,M,No,"Big Springs, NE",No,Yes,No,No,391,86.3,18.1,46250,0.0,100.0
Yes,24,M,No,"Irving, TX",No,Yes,Yes,No,239236,79.7,15.1,52154,12.3,87.7
Yes,29,M,Yes,"Irving, TX",No,Yes,No,No,239236,79.7,15.1,52154,12.3,87.7
Yes,45,M,No,"Irving, TX",No,Yes,No,No,239236,79.7,15.1,52154,12.3,87.7
Yes,48,M,Yes,"Irving, TX",No,Yes,No,No,239236,79.7,15.1,52154,12.3,87.7
Yes,60,M,No,"Neenah, WI",No,Yes,No,No,25835,94.0,10.8,54134,1.3,98.7
Yes,46,M,Yes,"Richmond Heights, OH",Yes,Yes,No,No,10446,91.8,10.6,48272,44.9,55.1
Yes,48,M,No,"Laramie, WY",Yes,Yes,No,No,32203,96.7,30.0,39371,1.3,98.7
No,36,M,Yes,"Yonkers, NY",No,Yes,Yes,No,199872,83.0,16.7,59049,18.7,81.3
Yes,66,M,No,"Leitchfield, KY",No,Yes,No,No,6784,75.8,29.0,27910,3.1,96.9
Yes,54,M,No,"Marina, CA",No,Yes,No,No,21560,83.1,15.3,54193,7.5,92.5
Yes,28,M,Yes,"Lynwood, CA",No,Yes,No,No,71020,52.8,25.3,43109,10.3,89.7
Yes,36,M,No,"Healdton, OK",No,Yes,No,No,2744,85.7,14.3,39313,1.1,98.9
Yes,21,M,No,"Denton, TX",Yes,Yes,No,No,133681,88.8,20.6,49100,10.3,89.7
Yes,32,M,No,"Mountain View, CO",No,Yes,No,No,534,82.2,10.7,45714,0.4,99.6
No,56,M,No,"Humboldt, TN",No,No,No,No,8255,81.1,22.9,31684,47.9,52.1
No,19,M,No,"Gilroy, CA",No,No,No,Yes,55392,77.0,15.1,83027,1.9,98.1
Yes,33,M,No,"Mount Hope, WV",No,Yes,No,No,1336,88.1,42.3,21218,18.0,82.0
Yes,51,M,Yes,"Dallas, NC",No,Yes,Yes,No,4634,82.7,16.4,34770,15.9,84.1
Yes,36,M,No,"Camarillo, CA",Yes,Yes,No,No,67238,92.2,6.4,88152,1.9,98.1
Yes,25,M,No,"Kent, OH",Yes,Yes,No,No,29927,93.0,35.1,35619,9.6,90.4
Yes,27,M,Yes,"Kent, OH",No,Yes,No,No,29927,93.0,35.1,35619,9.6,90.4
Yes,22,F,No,"Northwood, OH",No,Yes,Yes,No,5380,92.2,10.0,53690,0.7,99.3
Yes,32,M,No,"Knoxville, TN",No,Yes,Yes,No,185312,87.8,25.7,34226,17.1,82.9
Yes,32,M,No,"Knoxville, TN",No,Yes,Yes,No,185312,87.8,25.7,34226,17.1,82.9
Yes,74,M,No,"Knoxville, TN",No,Yes,No,No,185312,87.8,25.7,34226,17.1,82.9
Yes,58,M,No,"Taos, NM",Yes,Yes,No,No,6013,88.5,21.8,31112,0.7,99.3
Yes,30,M,Yes,"Palmdale, CA",No,Yes,No,No,156762,74.2,21.3,52392,14.8,85.2
No,17,M,No,"Palmdale, CA",No,Yes,No,No,156762,74.2,21.3,52392,14.8,85.2
Yes,48,M,Yes,"Douglasville, GA",No,Yes,No,No,32571,88.7,19.1,47707,55.9,44.1
No,36,M,Yes,"Breaux Bridge, LA",Yes,Yes,No,No,8311,74.1,23.7,36288,47.3,52.7
Yes,61,M,No,"Ludlow, KY",No,Yes,No,Yes,4535,86.2,25.5,44246,1.0,99.0
Yes,56,M,No,"Burlington, VT",No,Yes,No,Yes,42409,89.0,24.8,44671,3.9,96.1
Yes,76,M,No,"Burlington, VT",Yes,Yes,No,Yes,42409,89.0,24.8,44671,3.9,96.1
No,29,M,No,"Brooksville, FL",No,No,Yes,No,8024,82.2,27.3,30392,18.0,82.0
Yes,26,M,No,"Brooksville, FL",No,Yes,No,No,8024,82.2,27.3,30392,18.0,82.0
No,35,M,Yes,"Dearborn, MI",Yes,Yes,No,No,95083,81.0,28.9,47375,4.0,96.0
Yes,31,F,Yes,"Dearborn, MI",Yes,Yes,Yes,No,95083,81.0,28.9,47375,4.0,96.0
Yes,36,M,No,"Winnsboro, LA",No,Yes,Yes,No,4687,65.0,52.3,19409,66.6,33.400000000000006
Yes,24,M,Yes,"Lansing, MI",No,Yes,No,No,116541,87.6,29.6,35563,23.7,76.3
Yes,23,M,No,"Porterville, CA",No,Yes,No,No,59722,66.9,30.9,38456,1.2,98.8
Yes,31,M,No,"Palo Alto, CA",Yes,Yes,No,No,67032,97.4,5.4,136519,1.9,98.1
Yes,38,M,No,"Homedale, ID",No,Yes,No,Yes,2595,66.6,47.7,24474,0.2,99.8
No,36,M,No,"Lucedale, MS",No,No,Yes,No,3057,77.5,30.9,38900,29.6,70.4
No,52,M,No,"Franklin, LA",No,No,No,No,7115,78.9,29.5,29964,56.2,43.8
Yes,28,M,No,"Suffolk, VA",No,Yes,No,Yes,89127,87.5,11.5,65499,42.7,57.3
Yes,36,M,No,"Rosemead, CA",No,No,No,No,54331,66.2,19.3,44906,0.5,99.5
No,39,M,No,"Rawlins, WY",No,No,No,No,9002,88.3,15.7,56838,1.1,98.9
Yes,37,M,No,"Livingston, MT",No,Yes,No,No,7437,94.7,12.7,40619,0.1,99.9
Yes,37,M,No,"Sioux Falls, SD",No,Yes,No,No,173774,90.9,12.1,52494,4.2,95.8
Yes,29,M,No,"Olympia, WA",No,Yes,Yes,No,50747,93.3,17.7,53617,2.0,98.0
Yes,39,M,No,"Johnson, TN",No,Yes,Yes,No,65934,89.3,23.1,39566,6.6,93.4
Yes,47,M,No,"Johnson, TN",Yes,Yes,Yes,No,65934,89.3,23.1,39566,6.6,93.4
Yes,52,M,No,"Redding, CA",Yes,Yes,No,No,91230,90.6,18.8,43341,1.2,98.8
Yes,56,M,No,"Redding, CA",No,Yes,No,No,91230,90.6,18.8,43341,1.2,98.8
Yes,28,M,No,"Ceres, CA",No,Yes,Yes,No,47919,67.9,17.9,47858,2.6,97.4
Yes,32,M,No,"Carrizozo, NM",Yes,Yes,No,No,937,83.9,34.3,22841,0.7,99.3
Yes,50,M,No,"Acworth, GA",Yes,Yes,No,No,22412,90.7,9.6,53080,25.6,74.4
Yes,37,M,No,"Kelso, WA",Yes,Yes,No,No,11967,83.0,30.6,33843,0.8,99.2
Yes,27,M,Yes,"Kelso, WA",No,Yes,No,No,11967,83.0,30.6,33843,0.8,99.2
Yes,45,F,No,"Rising Sun, MD",Yes,Yes,No,No,2792,87.4,14.7,55893,0.7,99.3
Yes,56,M,No,"San Fernando, CA",No,Yes,Yes,No,24633,58.5,18.9,55170,0.9,99.1
Yes,58,M,No,"Norfolk, VA",Yes,Yes,No,No,245560,87.0,21.0,44480,43.1,56.9
Yes,25,M,Yes,"Norfolk, VA",No,Yes,No,Yes,245560,87.0,21.0,44480,43.1,56.9
Yes,25,F,Yes,"Norfolk, VA",No,Yes,No,No,245560,87.0,21.0,44480,43.1,56.9
Yes,30,M,No,"Norfolk, VA",Yes,Yes,No,No,245560,87.0,21.0,44480,43.1,56.9
Yes,43,M,Yes,"Norfolk, VA",Yes,Yes,No,Yes,245560,87.0,21.0,44480,43.1,56.9
Yes,36,M,No,"Norfolk, VA",No,Yes,No,No,245560,87.0,21.0,44480,43.1,56.9
Yes,25,F,No,"Norfolk, VA",No,Yes,No,No,245560,87.0,21.0,44480,43.1,56.9
Yes,29,M,No,"Sevierville, TN",No,Yes,Yes,Yes,16621,82.9,25.3,34833,1.5,98.5
Yes,60,M,No,"Cle Elum, WA",Yes,Yes,No,No,1949,90.6,21.8,45324,0.4,99.6
Yes,40,M,No,"Hurst, IL",Yes,Yes,No,No,800,80.8,15.7,30000,0.8,99.2
Yes,39,M,No,"Santa Clarita, CA",No,Yes,No,No,213481,89.0,9.3,83554,3.2,96.8
Yes,26,M,No,"Elkins, WV",No,Yes,No,No,7113,88.8,19.4,38214,1.2,98.8
Yes,24,M,Yes,"Southfield, MI",No,Yes,No,No,73413,92.6,15.2,49244,70.3,29.700000000000003
No,25,F,No,"El Cajon, CA",No,Yes,Yes,No,103408,80.4,24.2,45925,6.3,93.7
No,38,M,Yes,"El Cajon, CA",Yes,Yes,No,Yes,103408,80.4,24.2,45925,6.3,93.7
Yes,19,M,Yes,"Belle Glade, FL",No,Yes,Yes,No,19346,63.6,35.9,30303,56.3,43.7
Yes,38,M,No,"Rainbow, AL",No,Yes,No,No,9588,92.5,17.7,49338,7.2,92.8
Yes,29,M,No,"Union, CA",Yes,Yes,No,Yes,75012,87.8,8.1,85521,6.3,93.7
Yes,55,M,No,"Statesville, NC",Yes,Yes,No,No,26265,80.1,28.4,32728,34.5,65.5
Yes,40,M,Yes,"Port Barre, LA",No,Yes,No,No,2132,72.6,38.0,22273,25.7,74.3
Yes,39,M,Yes,"Eufaula, OK",Yes,Yes,Yes,No,2876,83.2,30.0,30781,7.0,93.0
Yes,55,M,No,"Burns, OR",No,Yes,No,No,2731,85.9,21.2,34627,0.3,99.7
Yes,52,M,No,"Mountain Pine, AR",No,Yes,No,No,773,69.4,25.0,31333,20.4,79.6
Yes,27,M,No,"Latta, SC",No,Yes,No,No,1308,78.8,31.1,28421,38.4,61.6
Yes,40,M,No,"Lenoir, TN",Yes,Yes,No,No,9084,73.0,27.8,35163,1.6,98.4
No,30,M,No,"Lenoir, TN",No,Yes,Yes,Yes,9084,73.0,27.8,35163,1.6,98.4
Yes,30,M,No,"Mansfield, TX",No,Yes,Yes,No,66600,94.4,6.2,90089,14.2,85.8
Yes,41,F,No,"Phenix, AL",No,Yes,Yes,No,36542,84.8,21.0,36698,46.6,53.4
Yes,38,M,No,"Phenix, AL",No,Yes,No,No,36542,84.8,21.0,36698,46.6,53.4
Yes,17,M,No,"Phenix, AL",No,Yes,Yes,No,36542,84.8,21.0,36698,46.6,53.4
No,27,M,Yes,"Phenix, AL",No,No,Yes,No,36542,84.8,21.0,36698,46.6,53.4
No,25,M,No,"Saginaw, TX",No,Yes,No,No,22834,92.1,7.5,74903,4.3,95.7
Yes,62,M,No,"Newark, CA",Yes,Yes,No,No,46179,87.7,7.9,86757,4.7,95.3
Yes,23,M,No,"Newark, CA",No,Yes,Yes,No,46179,87.7,7.9,86757,4.7,95.3
Yes,30,M,No,"Rancho Cordova, CA",Yes,Yes,No,No,72067,89.3,17.2,52530,10.1,89.9
Yes,32,M,Yes,"Rancho Cordova, CA",Yes,Yes,Yes,No,72067,89.3,17.2,52530,10.1,89.9
Yes,53,M,No,"Schulter, OK",No,Yes,No,No,501,74.7,36.5,29063,1.0,99.0
Yes,31,M,No,"Ocala, FL",Yes,Yes,No,No,58423,86.1,22.6,35924,20.9,79.1
Yes,54,M,No,"Ocala, FL",Yes,Yes,No,No,58423,86.1,22.6,35924,20.9,79.1
Yes,30,M,No,"Milton, FL",No,Yes,Yes,No,9720,90.8,15.0,46040,13.9,86.1
Yes,55,M,No,"Seaside, OR",No,Yes,No,Yes,6658,87.6,19.3,37887,0.6,99.4
Yes,36,M,No,"Austin, AR",No,Yes,No,No,2984,95.9,7.7,70652,2.0,98.0
Yes,52,M,No,"Roseville, MN",Yes,Yes,No,Yes,35766,93.4,11.5,63678,6.2,93.8
Yes,35,M,No,"Maiden, NC",Yes,Yes,No,No,3393,76.5,18.1,48324,11.3,88.7
Yes,32,F,Yes,"Syracuse, NY",Yes,Yes,No,No,143093,80.2,34.8,31881,29.5,70.5
Yes,41,M,Yes,"Syracuse, NY",No,Yes,No,No,143093,80.2,34.8,31881,29.5,70.5
Yes,29,M,Yes,"Urbandale, IA",No,Yes,No,Yes,42966,97.0,5.9,78059,2.8,97.2
No,24,M,Yes,"Beckville, TX",No,Yes,Yes,No,830,77.1,26.3,37917,23.8,76.2
Yes,50,M,No,"Bradenton, FL",Yes,Yes,No,No,55191,84.9,18.1,40227,15.9,84.1
Yes,68,M,No,"Bradenton, FL",No,Yes,No,No,55191,84.9,18.1,40227,15.9,84.1
Yes,52,M,No,"Jal, NM",No,Yes,No,No,2136,72.6,6.6,51667,0.8,99.2
No,39,M,No,"Yorba Linda, CA",No,No,No,No,67818,95.5,3.6,117855,1.3,98.7
Yes,48,M,No,"Republic, MO",No,Yes,Yes,No,16086,93.2,15.8,50972,0.7,99.3
Yes,30,M,No,"Mena, AR",No,Yes,Yes,No,5594,88.8,18.5,28509,0.2,99.8
No,25,M,No,"Commerce, GA",No,Yes,No,No,6763,76.1,23.2,40767,13.5,86.5
Yes,35,M,No,"Ogden, UT",Yes,Yes,No,No,86366,82.3,22.9,41036,2.2,97.8
Yes,25,M,No,"Ogden, UT",No,Yes,No,Yes,86366,82.3,22.9,41036,2.2,97.8
