@relation 'dataset-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,4-weka.filters.supervised.instance.SpreadSubsample-M0.0-X900.0-S1-weka.filters.unsupervised.attribute.Remove-R1,3-8'

@attribute age numeric
@attribute population numeric
@attribute percent_completed_hs numeric
@attribute poverty_rate numeric
@attribute median_income numeric
@attribute share_black numeric
@attribute share_not_black numeric
@attribute is_black {No,Yes}

@data
42,4814,90.4,10.2,45966,1.6,98.4,Yes
17,2717379,82.3,22.3,48522,32.9,67.1,Yes
22,281070,93.1,15.9,49840,3.8,96.2,Yes
28,194565,85.5,23.6,38583,54.7,45.3,Yes
25,6124,86.9,26.3,37500,9,91,Yes
19,312292,84.1,27.1,35599,49.2,50.8,Yes
31,3959194,75.5,22.1,50205,9.6,90.4,Yes
32,18948,98.4,2.9,137423,0.5,99.5,Yes
29,679376,85.2,21.5,55777,24.4,75.6,Yes
40,403186,86.9,20.2,42284,15.9,84.1,Yes
30,156762,74.2,21.3,52392,14.8,85.2,Yes
77,211923,85.1,30.9,31061,73.4,26.6,Yes
28,879460,88.2,17.7,46764,30.7,69.3,Yes
41,59649,88.1,20.7,44902,11.8,88.2,Yes
21,446835,73.2,28.3,31051,19.2,80.8,Yes
27,479716,89,24.6,47527,54,46,Yes
64,387386,77.4,36.2,26150,53.3,46.7,Yes
21,37870,84.5,25.4,34894,16.1,83.9,Yes
27,278494,85.2,27.8,33687,27.2,72.8,Yes
25,363650,86.5,15.3,53011,15.7,84.3,Yes
19,19346,63.6,35.9,30303,56.3,43.7,Yes
21,59897,81.8,15,47674,24.4,75.6,Yes
17,31351,85.3,13.7,58057,9.1,90.9,Yes
23,393428,84.7,17.5,53326,18.8,81.2,Yes
25,236518,78.2,16.6,52511,19.9,80.1,Yes
27,312292,84.1,27.1,35599,49.2,50.8,Yes
32,143093,80.2,34.8,31881,29.5,70.5,Yes
21,300258,85.8,30.5,33604,44.8,55.2,Yes
44,1278,87.2,18.7,38558,60.8,39.2,Yes
47,40722,89.6,9.6,71091,1.9,98.1,Yes
39,363650,86.5,15.3,53011,15.7,84.3,Yes
25,677061,78.3,40.3,25764,82.7,17.3,Yes
22,446835,73.2,28.3,31051,19.2,80.8,Yes
20,277034,89.5,20.2,42318,28.1,71.9,Yes
38,2304401,76.7,22.5,46187,23.7,76.3,Yes
27,39511,85.8,22.1,34216,18.7,81.3,Yes
42,152797,91.4,7.5,105401,2,98,Yes
37,258965,89.5,17.2,45748,23.9,76.1,Yes
24,830,77.1,26.3,37917,23.8,76.2,Yes
18,20648,80.3,33.1,28060,68,32,Yes
24,302592,86.5,22.3,48757,15.7,84.3,Yes
31,27600,90,13,54652,11.1,88.9,Yes
22,879460,88.2,17.7,46764,30.7,69.3,Yes
21,2717379,82.3,22.3,48522,32.9,67.1,Yes
31,97322,60.1,26.6,43507,32.9,67.1,Yes
25,134273,85.3,9.5,69368,8.4,91.6,Yes
32,558,82.2,23.8,36458,9.4,90.6,Yes
42,8456560,80.3,20.6,53373,25.5,74.5,Yes
33,842929,88.4,16.8,53637,35,65,Yes
35,39921,84,18.6,38808,49.1,50.9,Yes
50,2717379,82.3,22.3,48522,32.9,67.1,Yes
18,616410,82.5,23.7,42241,63.7,36.3,Yes
25,38226,69.6,36.9,25737,38.3,61.7,Yes
53,11481,81.4,10.5,50420,4,96,Yes
40,457818,93.1,13.4,54527,6.3,93.7,Yes
30,6001,89.5,8.8,65732,90.1,9.9,Yes
24,8456560,80.3,20.6,53373,25.5,74.5,Yes
18,99331,84.4,21.2,39930,28.5,71.5,Yes
27,97322,60.1,26.6,43507,32.9,67.1,Yes
21,13848,89.5,23.3,43452,25.1,74.9,Yes
18,616410,82.5,23.7,42241,63.7,36.3,Yes
28,70903,83.2,24.5,40465,58,42,Yes
27,11967,83,30.6,33843,0.8,99.2,Yes
63,18775,77.8,41.9,22414,80.3,19.7,Yes
29,2304401,76.7,22.5,46187,23.7,76.3,Yes
20,13878,77.8,25.1,36678,47.4,52.6,Yes
18,280518,72.3,29.7,33139,52.4,47.6,Yes
39,1400678,87.3,15.4,66116,6.7,93.3,Yes
23,46259,84.6,37.8,26852,53,47,Yes
21,468498,79.4,20.6,52783,13.5,86.5,Yes
23,180205,89,15.7,50077,40.7,59.3,Yes
28,1575906,82,26.4,38253,43.4,56.6,Yes
21,99767,95.6,5.5,103051,8.4,91.6,Yes
29,110963,86.9,15.4,64329,17.3,82.7,Yes
46,708559,93.4,13.5,70594,7.9,92.1,Yes
26,2717379,82.3,22.3,48522,32.9,67.1,Yes
17,937371,87.5,18,57689,8.1,91.9,Yes
28,5153,88.8,13.7,56307,27.2,72.8,Yes
31,855447,80.8,18.8,53214,18.9,81.1,Yes
16,2304401,76.7,22.5,46187,23.7,76.3,Yes
35,83443,71,28.3,34257,52,48,Yes
29,2717379,82.3,22.3,48522,32.9,67.1,Yes
18,387386,77.4,36.2,26150,53.3,46.7,Yes
18,3959194,75.5,22.1,50205,9.6,90.4,Yes
18,2717379,82.3,22.3,48522,32.9,67.1,Yes
33,25020,80.6,30.9,30627,63.5,36.5,Yes
20,37357,82.3,27.2,35126,49.3,50.7,Yes
50,494346,83.4,22,50739,14.6,85.4,Yes
56,29887,83.7,23,40489,43.5,56.5,Yes
26,207505,65.6,16.6,60621,2.9,97.1,Yes
24,50320,92.9,13,55476,21.4,78.6,Yes
30,421180,80.4,20.4,54618,28,72,Yes
22,66794,92.5,19.7,46280,7.1,92.9,Yes
68,481691,88.4,19,45821,29.9,70.1,Yes
23,1029519,82.7,11.3,84647,3.2,96.8,Yes
44,31297,78.7,36.8,29206,78,22,Yes
21,391026,85.2,27,36792,60.2,39.8,Yes
18,95446,83.6,18.2,45676,53.3,46.7,Yes
16,879460,88.2,17.7,46764,30.7,69.3,Yes
33,24351,80.6,31.2,30968,60,40,Yes
31,12113,66.3,26.5,32060,12.2,87.8,Yes
50,692,82.5,19.9,35833,0.3,99.7,Yes
21,481691,88.4,19,45821,29.9,70.1,Yes
35,67787,69.1,28.8,40959,20.4,79.6,Yes
25,2304401,76.7,22.5,46187,23.7,76.3,Yes
32,39040,86.6,14,55831,2.3,97.7,Yes
37,446835,73.2,28.3,31051,19.2,80.8,Yes
24,436,78.3,17.5,24750,3.4,96.6,Yes
36,92832,93.3,10.7,60819,20.3,79.7,Yes
32,38167,86.9,22.6,41243,18.3,81.7,Yes
44,403186,86.9,20.2,42284,15.9,84.1,Yes
33,194565,85.5,23.6,38583,54.7,45.3,Yes
34,879460,88.2,17.7,46764,30.7,69.3,Yes
22,21809,84.6,18.5,39793,0.9,99.1,Yes
33,867846,88.5,21.7,45659,28,72,Yes
36,8311,74.1,23.7,36288,47.3,52.7,Yes
42,55906,82.6,35,29336,51.1,48.9,Yes
28,120119,93.8,24.4,44907,11.3,88.7,Yes
37,49602,84.7,26.1,38954,16.4,83.6,Yes
45,25065,78.1,36.4,22014,75.8,24.2,Yes
31,209917,91.2,18.4,43630,41.9,58.1,Yes
31,679376,85.2,21.5,55777,24.4,75.6,Yes
31,2717379,82.3,22.3,48522,32.9,67.1,Yes
26,21056,93.3,5.4,84451,28.4,71.6,Yes
36,145905,71.4,29.1,32915,31.7,68.3,Yes
53,5501,74.7,34.9,28601,62.5,37.5,Yes
36,18883,89.8,17.2,39832,3.9,96.1,Yes
33,33973,79.5,34.6,27365,74.7,25.3,Yes
25,131598,93.5,12.3,53581,5.6,94.4,Yes
35,12272,81.5,25.3,32845,44.6,55.4,Yes
30,708559,93.4,13.5,70594,7.9,92.1,Yes
35,140680,82.1,35.5,27683,42.9,57.1,Yes
37,38226,69.6,36.9,25737,38.3,61.7,Yes
27,421180,80.4,20.4,54618,28,72,Yes
32,5565,98.6,11.1,71765,8,92,Yes
24,104431,83.6,20.2,48813,1.7,98.3,Yes
36,92832,96.3,4.9,60819,20.3,79.7,Yes
32,479716,89,24.6,47527,54,46,Yes
36,92832,96.3,10.7,66647,20.3,79.7,Yes
33,74356,92.3,11.9,53588,1.7,98.3,Yes
20,3959194,75.5,22.1,50205,9.6,90.4,Yes
16,12451,89.3,10.9,61669,28,72,Yes
20,5513,69.7,14.6,44722,11.8,88.2,Yes
32,421180,80.4,20.4,54618,28,72,Yes
44,166597,88.3,25.7,33557,4.1,95.9,Yes
30,2304401,76.7,22.5,46187,23.7,76.3,Yes
26,638306,85,18.3,47779,15.1,84.9,Yes
25,32551,85.6,27.4,37705,34.4,65.6,Yes
23,626429,83.3,17.5,50202,11.1,88.9,Yes
31,1575906,82,26.4,38253,43.4,56.6,Yes
31,55444,94.9,6.5,68802,4.4,95.6,Yes
41,143093,80.2,34.8,31881,29.5,70.5,Yes
55,2717379,82.3,22.3,48522,32.9,67.1,Yes
24,33637,85.2,21.2,45588,0.7,99.3,Yes
41,40448,84.3,17.5,43338,14.3,85.7,Yes
29,302592,86.5,22.3,48757,15.7,84.3,Yes
22,226101,86.7,25.6,39876,54.5,45.5,Yes
57,5994,82.3,36.7,30678,55.7,44.3,Yes
27,2717379,82.3,22.3,48522,32.9,67.1,Yes
43,616410,82.5,23.7,42241,63.7,36.3,Yes
36,92832,96.3,4.9,66647,20.3,79.7,Yes
48,239236,79.7,15.1,52154,12.3,87.7,Yes
22,242280,85.7,18.3,47012,2.9,97.1,Yes
28,23205,89,11.3,63585,47.8,52.2,Yes
23,15121,85.6,29.5,34158,80,20,Yes
29,2717379,82.3,22.3,48522,32.9,67.1,Yes
45,70067,89.2,11.4,64700,18.6,81.4,Yes
40,35780,85.1,12.8,47957,14.7,85.3,Yes
49,83559,88,16.2,39468,5.6,94.4,Yes
36,12603,83.1,25.8,34433,81,19,Yes
36,92832,96.3,4.9,60819,0.6,99.4,Yes
33,10035,85.6,23.4,34972,23,77,Yes
23,597066,82.1,28.7,35958,40,60,Yes
29,29229,88.3,16.3,44568,11.6,88.4,Yes
19,252417,94.8,19,54896,7.3,92.7,Yes
51,4634,82.7,16.4,34770,15.9,84.1,Yes
47,36071,90.8,16.4,52785,15.1,84.9,Yes
35,450394,93.3,8.3,66634,19.6,80.4,Yes
36,199872,83,16.7,59049,18.7,81.3,Yes
32,7573,80.9,32.4,43838,39,61,Yes
46,198374,90.7,17.8,46085,42.3,57.7,Yes
36,626429,83.3,17.5,50202,11.1,88.9,Yes
30,22948,86.8,24.8,45346,90.9,9.1,Yes
30,3959194,75.5,22.1,50205,9.6,90.4,Yes
29,23855,79.8,33.7,39632,14.6,85.4,Yes
41,37357,82.3,27.2,35126,49.3,50.7,Yes
20,49212,79.9,31.8,33289,52.4,47.6,Yes
19,1575906,82,26.4,38253,43.4,56.6,Yes
18,196916,85.1,26,40355,20.9,79.1,Yes
38,3774,99.3,11.1,59646,1.6,98.4,Yes
21,3964,71.7,41.8,26136,86.1,13.9,Yes
19,183261,91.7,21.6,49012,5.9,94.1,Yes
32,72067,89.3,17.2,52530,10.1,89.9,Yes
24,16857,73,23.2,51860,4.1,95.9,Yes
51,1740,88.9,12.8,53125,0.9,99.1,Yes
43,51625,89.6,14.6,49612,15.4,84.6,Yes
36,523,74.4,23,19931,60.8,39.2,Yes
40,108883,82.8,23.4,41321,28.9,71.1,Yes
25,204790,75.2,19.3,54590,18,82,Yes
31,87413,77.7,11.6,72872,6.2,93.8,Yes
16,15576,91.3,11.6,58330,21.6,78.4,Yes
23,152797,91.4,7.5,105401,2,98,Yes
41,679376,85.2,21.5,55777,24.4,75.6,Yes
24,479716,89,24.6,47527,54,46,Yes
22,1022,77.1,36.2,21298,70.3,29.7,Yes
36,92832,96.3,4.9,66647,0.6,99.4,Yes
29,52451,77.6,26.7,35371,15.4,84.6,Yes
19,76451,83.9,37.1,28020,84.8,15.2,Yes
25,8456560,80.3,20.6,53373,25.5,74.5,Yes
18,842929,88.4,16.8,53637,35,65,Yes
16,2717379,82.3,22.3,48522,32.9,67.1,Yes
41,13469,93.4,10.2,55486,12.9,87.1,Yes
20,2304401,76.7,22.5,46187,23.7,76.3,Yes
38,210150,87.6,18,52042,11.2,88.8,Yes
36,15065,91.6,9.7,53732,4.1,95.9,Yes
36,92832,93.3,4.9,66647,20.3,79.7,Yes
39,421180,80.4,20.4,54618,28,72,Yes
36,652511,83.7,27.6,36445,63.3,36.7,Yes
33,391026,85.2,27,36792,60.2,39.8,Yes
30,421180,80.4,20.4,54618,28,72,Yes
48,226101,86.7,25.6,39876,54.5,45.5,Yes
63,391026,85.2,27,36792,60.2,39.8,Yes
23,62722,95.8,8.6,80177,1.5,98.5,Yes
51,1575906,82,26.4,38253,43.4,56.6,Yes
37,363650,86.5,15.3,53011,15.7,84.3,Yes
42,1322575,74.5,24,43781,25,75,Yes
29,95446,83.6,18.2,45676,53.3,46.7,Yes
30,29684,89.3,10.6,57257,2.4,97.6,Yes
34,178602,90.4,14.2,50536,4.3,95.7,Yes
31,626429,83.3,17.5,50202,11.1,88.9,Yes
36,92832,93.3,4.9,60819,0.6,99.4,Yes
20,6270,86.6,20.9,36729,75.2,24.8,Yes
34,237573,91.1,9.7,68620,29.8,70.2,Yes
31,12949,86.7,25.1,38769,22.7,77.3,Yes
33,679180,78,20.9,42772,3.4,96.6,Yes
25,47892,96.6,6.4,69460,4.5,95.5,Yes
27,12935,64.8,34.9,25607,32.5,67.5,Yes
23,5556,84.6,24.2,41440,34.7,65.3,Yes
61,68164,84.6,15.3,50952,63.4,36.6,Yes
31,474651,88,16.7,49896,13.7,86.3,Yes
32,616410,82.5,23.7,42241,63.7,36.3,Yes
38,494346,83.4,22,50739,14.6,85.4,Yes
29,59475,76.3,29,35313,16.3,83.7,Yes
23,14772,79.5,29.9,29393,89.8,10.2,Yes
25,111888,80.3,23.1,38253,76.3,23.7,Yes
28,450394,93.3,8.3,66634,19.6,80.4,Yes
26,870854,87,13.2,81294,6.1,93.9,Yes
36,92832,93.3,4.9,66647,0.6,99.4,Yes
18,3959194,75.5,22.1,50205,9.6,90.4,Yes
37,1487680,81.4,19.8,46744,6.9,93.1,Yes
38,11769,96.9,11.9,77806,17.5,82.5,Yes
23,867846,88.5,21.7,45659,28,72,Yes
40,4109,81.7,33.9,27201,8.3,91.7,Yes
39,39230,96.8,6.7,82121,6.4,93.6,Yes
36,92832,93.3,10.7,66647,20.3,79.7,Yes
38,312292,84.1,27.1,35599,49.2,50.8,Yes
38,25599,93.5,12.7,61626,17.3,82.7,Yes
28,66674,89.3,17.9,42650,3.1,96.9,Yes
35,95083,81,28.9,47375,4,96,Yes
38,1609816,80.7,23.1,47326,6.5,93.5,Yes
27,1609816,80.7,23.1,47326,6.5,93.5,Yes
19,2717379,82.3,22.3,48522,32.9,67.1,Yes
24,264663,87.1,19.2,50420,41,59,Yes
24,73413,92.6,15.2,49244,70.3,29.7,Yes
30,937371,87.5,18,57689,8.1,91.9,Yes
24,415678,88.6,21.9,51480,18.6,81.4,Yes
30,855447,80.8,18.8,53214,18.9,81.1,Yes
49,421180,80.4,20.4,54618,28,72,Yes
17,24028,81.3,19.2,46313,31,69,Yes
30,1575906,82,26.4,38253,43.4,56.6,Yes
28,468498,79.4,20.6,52783,13.5,86.5,Yes
29,224485,83.2,25.5,40758,50.6,49.4,Yes
36,867846,88.5,21.7,45659,28,72,Yes
23,867846,88.5,21.7,45659,28,72,Yes
32,1575906,82,26.4,38253,43.4,56.6,Yes
36,92832,93.3,10.7,60819,0.6,99.4,Yes
25,867846,88.5,21.7,45659,28,72,Yes
34,8456560,80.3,20.6,53373,25.5,74.5,Yes
24,33973,79.5,34.6,27365,74.7,25.3,Yes
20,130482,85.4,15.5,60191,11.3,88.7,Yes
25,288443,88.7,19.3,41628,40.6,59.4,Yes
55,108883,82.8,23.4,41321,28.9,71.1,Yes
53,3959194,75.5,22.1,50205,9.6,90.4,Yes
25,867846,88.5,21.7,45659,28,72,Yes
37,280518,72.3,29.7,33139,52.4,47.6,Yes
23,56038,90.5,13.4,62363,31.6,68.4,Yes
22,54415,93.8,10.5,63753,6.2,93.8,Yes
33,616410,82.5,23.7,42241,63.7,36.3,Yes
21,50196,91.7,4.8,90321,6.9,93.1,Yes
39,8456560,80.3,20.6,53373,25.5,74.5,Yes
25,879460,88.2,17.7,46764,30.7,69.3,Yes
39,44871,76.1,36.6,25635,40.9,59.1,Yes
36,1487680,81.4,19.8,46744,6.9,93.1,Yes
19,597066,82.1,28.7,35958,40,60,Yes
30,842929,88.4,16.8,53637,35,65,Yes
41,81066,75,19.3,47680,10.3,89.7,Yes
22,162705,95.3,6.3,91579,8,92,Yes
39,49602,84.7,26.1,38954,16.4,83.6,Yes
39,2955,79,40,27050,64.3,35.7,Yes
25,75680,84,14.9,46849,7.2,92.8,Yes
27,638306,85,18.3,47779,15.1,84.9,Yes
26,474651,88,16.7,49896,13.7,86.3,Yes
18,57290,89.2,16,44578,21.9,78.1,Yes
27,44871,76.1,36.6,25635,40.9,59.1,Yes
40,2132,72.6,38,22273,25.7,74.3,Yes
35,2304401,76.7,22.5,46187,23.7,76.3,Yes
20,2304401,76.7,22.5,46187,23.7,76.3,Yes
25,300258,85.8,30.5,33604,44.8,55.2,Yes
24,74250,67.6,39.9,25042,48.1,51.9,Yes
42,638306,85,18.3,47779,15.1,84.9,Yes
36,94697,88.5,19.9,42493,21.4,78.6,Yes
39,146382,93.5,7,79549,2.7,97.3,Yes
18,842929,88.4,16.8,53637,35,65,Yes
34,2717379,82.3,22.3,48522,32.9,67.1,Yes
32,134164,93.6,17.8,55546,25.4,74.6,Yes
27,56104,61.6,34.7,38435,16,84,Yes
21,70903,83.2,24.5,40465,58,42,Yes
18,312292,84.1,27.1,35599,49.2,50.8,Yes
25,66971,84.7,15.5,47527,24,76,Yes
56,109718,81.8,22.7,39543,47.2,52.8,Yes
24,71710,78.4,20.6,41789,13.4,86.6,Yes
33,387386,77.4,36.2,26150,53.3,46.7,Yes
41,26744,81.1,45.8,19520,98,2,Yes
25,2717379,82.3,22.3,48522,32.9,67.1,Yes
26,277034,89.5,20.2,42318,28.1,71.9,Yes
33,2717379,82.3,22.3,48522,32.9,67.1,Yes
26,391026,85.2,27,36792,60.2,39.8,Yes
35,180205,89,15.7,50077,40.7,59.3,Yes
25,1575906,82,26.4,38253,43.4,56.6,Yes
28,56920,82.1,12.4,53058,5,95,Yes
33,302592,86.5,22.3,48757,15.7,84.3,Yes
30,53957,75.3,23.1,39872,2.6,97.4,Yes
25,481691,88.4,19,45821,29.9,70.1,Yes
29,239236,79.7,15.1,52154,12.3,87.7,Yes
33,83846,91.7,24,39432,6,94,Yes
29,3959194,75.5,22.1,50205,9.6,90.4,Yes
42,246807,96.2,9.5,73288,1.7,98.3,Yes
46,446835,73.2,28.3,31051,19.2,80.8,Yes
38,194565,85.5,23.6,38583,54.7,45.3,Yes
33,60401,86.3,20.2,44953,31.5,68.5,Yes
29,403186,86.9,20.2,42284,15.9,84.1,Yes
59,626,87.6,12.7,36652,22.2,77.8,Yes
18,479716,89,24.6,47527,54,46,Yes
34,62236,85.2,22.1,40427,8.5,91.5,Yes
25,140680,82.1,35.5,27683,42.9,57.1,Yes
35,226101,86.7,25.6,39876,54.5,45.5,Yes
36,76449,75.5,19.6,48103,15.5,84.5,Yes
31,60252,76.4,16.9,49453,14.2,85.8,Yes
38,59286,85.5,19.8,37279,7.3,92.7,Yes
18,191212,86.9,23.3,38776,50.6,49.4,Yes
36,192722,90.2,18.2,48775,31.2,68.8,Yes
28,16703,86.1,21.8,34944,21.2,78.8,Yes
23,33604,82.4,23.3,36701,37.7,62.3,Yes
34,224485,83.2,25.5,40758,50.6,49.4,Yes
24,640670,91.3,18,55003,6.3,93.7,Yes
41,867846,88.5,21.7,45659,28,72,Yes
43,842929,88.4,16.8,53637,35,65,Yes
15,25235,64,25,40230,24.3,75.7,Yes
47,446835,73.2,28.3,31051,19.2,80.8,Yes
22,679180,78,20.9,42772,3.4,96.6,Yes
38,103408,80.4,24.2,45925,6.3,93.7,Yes
28,8456560,80.3,20.6,53373,25.5,74.5,Yes
26,53078,90.5,11.3,59260,68.6,31.4,Yes
32,110290,72.5,22.4,42044,43.9,56.1,Yes
39,36708,88.2,16.3,53730,7.3,92.7,Yes
37,2304401,76.7,22.5,46187,23.7,76.3,Yes
45,1322575,74.5,24,43781,25,75,Yes
52,312292,84.1,27.1,35599,49.2,50.8,Yes
30,307284,74.9,25.3,44797,12.2,87.8,Yes
24,2304401,76.7,22.5,46187,23.7,76.3,Yes
38,597066,82.1,28.7,35958,40,60,Yes
61,198247,86.3,26.5,34512,31.5,68.5,Yes
41,120119,93.8,24.4,44907,11.3,88.7,Yes
17,640670,91.3,18,55003,6.3,93.7,Yes
29,42966,97,5.9,78059,2.8,97.2,Yes
26,35028,84.7,27.9,37049,74.6,25.4,Yes
24,116541,87.6,29.6,35563,23.7,76.3,Yes
36,92832,93.3,10.7,66647,0.6,99.4,Yes
36,92832,96.3,10.7,60819,0.6,99.4,Yes
33,2717379,82.3,22.3,48522,32.9,67.1,Yes
